Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Evanston,61,Moderate,2,Good,26,Good,18,Good,61,Moderate,41.2602,-110.9646
United States of America,Holiday,58,Moderate,1,Good,22,Good,8,Good,58,Moderate,28.1864,-82.7429
Brazil,Igarassu,27,Good,0,Good,23,Good,1,Good,27,Good,-7.8342,-34.9064
Brazil,Araguatins,37,Good,1,Good,8,Good,0,Good,37,Good,-5.6508,-48.1239
Mexico,Atlautla,243,Very Unhealthy,5,Good,1,Good,20,Good,243,Very Unhealthy,19.0,-98.7167
Brazil,Baependi,43,Good,1,Good,11,Good,2,Good,43,Good,-21.9589,-44.89
Dominican Republic,Bayaguana,129,Unhealthy for Sensitive Groups,4,Good,2,Good,17,Good,129,Unhealthy for Sensitive Groups,18.75,-69.6333
Brazil,Bezerros,45,Good,1,Good,13,Good,3,Good,45,Good,-8.2333,-35.75
United States of America,Boynton Beach,52,Moderate,1,Good,14,Good,9,Good,52,Moderate,26.5281,-80.0811
United States of America,Broomall,60,Moderate,2,Good,16,Good,18,Good,60,Moderate,39.9688,-75.354
United States of America,Central Islip,60,Moderate,2,Good,14,Good,23,Good,60,Moderate,40.7836,-73.1945
United States of America,Welby,77,Moderate,2,Good,5,Good,16,Good,77,Moderate,39.8403,-104.9655
United States of America,West Chester,55,Moderate,2,Good,18,Good,17,Good,55,Moderate,39.9601,-75.6058
Uruguay,Young,11,Good,0,Good,11,Good,1,Good,11,Good,-32.7,-57.6333
Mexico,Zimapan,69,Moderate,1,Good,22,Good,7,Good,69,Moderate,20.7333,-99.3833
Brazil,Timon,67,Moderate,2,Good,4,Good,4,Good,67,Moderate,-5.0939,-42.8369
Colombia,Toro,87,Moderate,3,Good,2,Good,7,Good,87,Moderate,4.6117,-76.0814
Ecuador,Tosagua,28,Good,1,Good,20,Good,1,Good,28,Good,-0.78,-80.26
United States of America,Twin Falls,27,Good,1,Good,27,Good,2,Good,16,Good,42.5645,-114.4613
United States of America,University City,89,Moderate,2,Good,10,Good,20,Good,89,Moderate,38.6657,-90.3315
Argentina,Ushuaia,13,Good,0,Good,13,Good,0,Good,0,Good,-54.8019,-68.3031
United States of America,Vestavia Hills,71,Moderate,1,Good,13,Good,10,Good,71,Moderate,33.4518,-86.7437
Mexico,Vicente Guerrero,36,Good,1,Good,36,Good,0,Good,13,Good,23.75,-103.9833
Mexico,Vicente Guerrero,36,Good,1,Good,36,Good,0,Good,13,Good,30.7264,-115.9903
United States of America,Vidalia,46,Good,1,Good,32,Good,2,Good,46,Good,32.2125,-82.4019
United States of America,Alvin,30,Good,0,Good,22,Good,4,Good,30,Good,29.3872,-95.2938
Mexico,Anenecuilco,91,Moderate,2,Good,8,Good,10,Good,91,Moderate,18.7781,-98.985
Colombia,Chivolo,68,Moderate,2,Good,9,Good,6,Good,68,Moderate,10.0261,-74.6211
United States of America,Talladega,111,Unhealthy for Sensitive Groups,3,Good,10,Good,15,Good,111,Unhealthy for Sensitive Groups,33.4333,-86.0986
United States of America,Murrieta,70,Moderate,2,Good,4,Good,20,Good,70,Moderate,33.5719,-117.1909
United States of America,North Lauderdale,54,Moderate,1,Good,12,Good,13,Good,54,Moderate,26.2113,-80.2209
United States of America,North Little Rock,56,Moderate,1,Good,26,Good,4,Good,56,Moderate,34.7807,-92.2371
United States of America,Northborough,49,Good,1,Good,34,Good,4,Good,49,Good,42.3231,-71.6462
Paraguay,Luque,36,Good,1,Good,19,Good,1,Good,36,Good,-25.27,-57.4872
Brazil,Tapejara,18,Good,0,Good,18,Good,0,Good,14,Good,-28.0678,-52.0139
Brazil,Tapejara,18,Good,0,Good,18,Good,0,Good,14,Good,-23.7328,-52.8728
Mexico,Tequixquiac,156,Unhealthy,2,Good,12,Good,10,Good,156,Unhealthy,19.9097,-99.1417
United States of America,Mendota Heights,53,Moderate,1,Good,39,Good,4,Good,53,Moderate,44.8815,-93.14
United States of America,Tuscaloosa,66,Moderate,1,Good,21,Good,2,Good,66,Moderate,33.2348,-87.5268
United States of America,Twentynine Palms,36,Good,1,Good,27,Good,4,Good,36,Good,34.1478,-116.0659
Guatemala,Chiquimulilla,90,Moderate,4,Good,2,Good,11,Good,90,Moderate,14.0858,-90.3822
United States of America,Clearwater,56,Moderate,1,Good,46,Good,4,Good,56,Moderate,27.979,-82.7623
United States of America,Rancho Cucamonga,83,Moderate,2,Good,28,Good,17,Good,83,Moderate,34.1247,-117.5667
United States of America,Asheboro,60,Moderate,2,Good,29,Good,7,Good,60,Moderate,35.7158,-79.8127
United States of America,Bellmore,73,Moderate,2,Good,39,Good,11,Good,73,Moderate,40.6569,-73.5285
Brazil,Benevides,55,Moderate,1,Good,9,Good,2,Good,55,Moderate,-1.3608,-48.245
United States of America,Brecksville,48,Good,1,Good,31,Good,8,Good,48,Good,41.3079,-81.6192
Brazil,Campo Bom,52,Moderate,1,Good,15,Good,4,Good,52,Moderate,-29.6789,-51.0528
Brazil,Cariacica,50,Good,1,Good,10,Good,3,Good,50,Good,-20.2639,-40.42
Colombia,Aguazul,44,Good,1,Good,2,Good,2,Good,44,Good,5.1731,-72.5547
Mexico,Apan,224,Very Unhealthy,2,Good,8,Good,9,Good,224,Very Unhealthy,19.7,-98.4333
Brazil,Tuntum,40,Good,1,Good,5,Good,1,Good,40,Good,-5.2578,-44.6489
Honduras,Tegucigalpa,50,Good,1,Good,9,Good,3,Good,50,Good,14.1,-87.2167
Canada,Grande Prairie,34,Good,0,Good,34,Good,0,Good,27,Good,55.1708,-118.7947
United States of America,Great Bend,58,Moderate,1,Good,18,Good,5,Good,58,Moderate,38.3593,-98.8015
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,39.6019,-86.1073
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,34.1947,-82.1542
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,33.5126,-90.1993
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,35.2134,-94.2408
United States of America,Indio,61,Moderate,1,Good,32,Good,4,Good,61,Moderate,33.7346,-116.2346
,Isla Vista,39,Good,2,Good,33,Good,8,Good,39,Good,34.4128,-119.8614
United States of America,Vernon Hills,61,Moderate,2,Good,13,Good,19,Good,61,Moderate,42.234,-87.9608
United States of America,Castle Rock,67,Moderate,1,Good,13,Good,10,Good,67,Moderate,39.3763,-104.8535
United States of America,Central Falls,47,Good,1,Good,33,Good,5,Good,47,Good,41.8901,-71.3934
United States of America,Gaffney,67,Moderate,2,Good,26,Good,10,Good,67,Moderate,35.0743,-81.6552
United States of America,Cornelius,40,Good,1,Good,24,Good,7,Good,40,Good,45.5188,-123.051
United States of America,Cornelius,40,Good,1,Good,24,Good,7,Good,40,Good,35.4724,-80.8813
Brazil,Crato,32,Good,0,Good,12,Good,1,Good,32,Good,-7.4639,-63.04
Brazil,Crato,32,Good,0,Good,12,Good,1,Good,32,Good,-7.2339,-39.4089
United States of America,Cabot,58,Moderate,1,Good,25,Good,4,Good,58,Moderate,34.9766,-92.0274
United States of America,Calverton,53,Moderate,1,Good,32,Good,5,Good,53,Moderate,39.0578,-76.9488
United States of America,Beeville,36,Good,0,Good,21,Good,1,Good,36,Good,28.4053,-97.749
Mexico,Degollado,42,Good,1,Good,8,Good,4,Good,42,Good,20.4667,-102.15
Colombia,Orito,38,Good,1,Good,3,Good,2,Good,38,Good,0.6661,-76.8708
France,Papeete,32,Good,0,Good,32,Good,0,Good,13,Good,-17.5334,-149.5667
Brazil,Peabiru,13,Good,1,Good,9,Good,0,Good,13,Good,-23.9128,-52.3428
United States of America,Pendleton,30,Good,1,Good,22,Good,4,Good,30,Good,45.6757,-118.8201
United States of America,Pompton Lakes,57,Moderate,1,Good,30,Good,8,Good,57,Moderate,41.0024,-74.2859
Colombia,Ponedera,95,Moderate,2,Good,11,Good,5,Good,95,Moderate,10.65,-74.75
United States of America,Port Washington,68,Moderate,1,Good,22,Good,16,Good,68,Moderate,40.8268,-73.6765
United States of America,Port Washington,68,Moderate,1,Good,22,Good,16,Good,68,Moderate,43.3846,-87.8855
United States of America,Yauco,82,Moderate,0,Good,22,Good,0,Good,82,Moderate,18.0344,-66.8615
United States of America,Wadsworth,51,Moderate,1,Good,41,Good,2,Good,51,Moderate,41.0279,-81.7323
United States of America,Wakefield,50,Good,1,Good,36,Good,4,Good,50,Good,42.5035,-71.0656
United States of America,Wakefield,50,Good,1,Good,36,Good,4,Good,50,Good,38.823,-77.2406
United States of America,Lake Station,62,Moderate,1,Good,35,Good,4,Good,62,Moderate,41.5729,-87.2599
United States of America,Levittown,118,Unhealthy for Sensitive Groups,0,Good,29,Good,0,Good,118,Unhealthy for Sensitive Groups,40.7241,-73.5125
United States of America,Levittown,118,Unhealthy for Sensitive Groups,0,Good,29,Good,0,Good,118,Unhealthy for Sensitive Groups,40.1533,-74.8531
Ecuador,Machachi,22,Good,1,Good,13,Good,1,Good,22,Good,-0.51,-78.57
United States of America,Graham,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,47.0322,-122.2827
United States of America,Graham,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,36.0589,-79.3894
United States of America,Graham,51,Moderate,1,Good,41,Good,3,Good,51,Moderate,33.1017,-98.5779
United States of America,Pearl River,74,Moderate,2,Good,17,Good,19,Good,74,Moderate,41.0615,-74.0047
United States of America,Oshkosh,44,Good,1,Good,28,Good,4,Good,44,Good,44.0227,-88.5619
United States of America,Palm Beach Gardens,79,Moderate,2,Good,19,Good,9,Good,79,Moderate,26.8466,-80.1679
United States of America,Cape Coral,48,Good,1,Good,20,Good,6,Good,48,Good,26.6443,-81.9957
Mexico,Chalco,270,Very Unhealthy,5,Good,1,Good,25,Good,270,Very Unhealthy,19.2647,-98.8975
Mexico,Chalco,270,Very Unhealthy,5,Good,1,Good,25,Good,270,Very Unhealthy,41.1817,-96.1353
Cuba,Bayamo,78,Moderate,1,Good,15,Good,5,Good,78,Moderate,20.3817,-76.6428
Dominican Republic,Bonao,159,Unhealthy,3,Good,5,Good,11,Good,159,Unhealthy,18.95,-70.41
United States of America,Avenel,60,Moderate,2,Good,25,Good,13,Good,60,Moderate,40.5842,-74.2716
Mexico,La Ceiba,108,Unhealthy for Sensitive Groups,4,Good,5,Good,10,Good,108,Unhealthy for Sensitive Groups,15.7792,-86.7931
United States of America,Schertz,52,Moderate,1,Good,15,Good,4,Good,52,Moderate,29.565,-98.2535
Brazil,Serra,53,Moderate,1,Good,14,Good,2,Good,53,Moderate,-20.1289,-40.3078
United States of America,Eagle,43,Good,1,Good,7,Good,11,Good,43,Good,43.7223,-116.3866
United States of America,East Moline,40,Good,1,Good,29,Good,5,Good,40,Good,41.5199,-90.3879
United States of America,Effingham,44,Good,1,Good,44,Good,3,Good,44,Good,39.1205,-88.5509
Cuba,Moa,56,Moderate,1,Good,30,Good,1,Good,56,Moderate,20.6397,-74.9175
,Muisne,26,Good,1,Good,20,Good,0,Good,26,Good,0.6108,-80.0186
United States of America,Nacogdoches,39,Good,1,Good,20,Good,2,Good,39,Good,31.6134,-94.6528
United States of America,Little Falls,73,Moderate,2,Good,14,Good,21,Good,73,Moderate,40.8762,-74.2181
United States of America,Little Falls,73,Moderate,2,Good,14,Good,21,Good,73,Moderate,45.9862,-94.3586
Ireland,Malahide,29,Good,0,Good,29,Good,1,Good,18,Good,42.7928,-80.9361
Brazil,Ipaba,52,Moderate,1,Good,7,Good,3,Good,52,Moderate,-19.4139,-42.4189
United States of America,Irving,68,Moderate,1,Good,16,Good,6,Good,68,Moderate,32.8583,-96.9702
United States of America,Jefferson,50,Good,1,Good,26,Good,11,Good,50,Good,41.0003,-74.5531
United States of America,Jefferson,50,Good,1,Good,26,Good,11,Good,50,Good,34.1373,-83.6021
United States of America,Jefferson,50,Good,1,Good,26,Good,11,Good,50,Good,29.9609,-90.1554
United States of America,Wilbraham,55,Moderate,1,Good,23,Good,9,Good,55,Moderate,42.127,-72.4308
United States of America,Wilsonville,62,Moderate,2,Good,11,Good,16,Good,62,Moderate,45.3109,-122.7702
United States of America,Selden,52,Moderate,2,Good,16,Good,20,Good,52,Moderate,40.8714,-73.0466
United States of America,Pascagoula,52,Moderate,0,Good,29,Good,2,Good,52,Moderate,30.3666,-88.5506
Brazil,Paulo Afonso,23,Good,0,Good,11,Good,1,Good,23,Good,-9.4,-38.225
Canada,Penticton,28,Good,1,Good,28,Good,2,Good,20,Good,49.4911,-119.5886
Colombia,Sogamoso,24,Good,1,Good,6,Good,2,Good,24,Good,5.7167,-72.9208
United States of America,Tarrytown,69,Moderate,2,Good,14,Good,21,Good,69,Moderate,41.0647,-73.8672
United States of America,North Chicago,64,Moderate,2,Good,16,Good,27,Good,64,Moderate,42.3172,-87.8595
United States of America,Sugar Land,35,Good,1,Good,18,Good,5,Good,35,Good,29.5935,-95.6358
United States of America,Oneonta,48,Good,1,Good,21,Good,3,Good,48,Good,42.4551,-75.0666
United States of America,Paramus,112,Unhealthy for Sensitive Groups,3,Good,6,Good,33,Good,112,Unhealthy for Sensitive Groups,40.9455,-74.0712
Canada,Port Alberni,34,Good,1,Good,34,Good,1,Good,14,Good,49.2339,-124.805
United States of America,Reisterstown,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,39.455,-76.814
United States of America,Sammamish,34,Good,1,Good,32,Good,4,Good,34,Good,47.6017,-122.0416
United States of America,Lowell,52,Moderate,1,Good,29,Good,6,Good,52,Moderate,42.6389,-71.3217
United States of America,Lowell,52,Moderate,1,Good,29,Good,6,Good,52,Moderate,41.2917,-87.4195
United States of America,Lowell,52,Moderate,1,Good,29,Good,6,Good,52,Moderate,36.2561,-94.1532
United States of America,Stephenville,40,Good,1,Good,24,Good,1,Good,40,Good,32.2147,-98.2205
Guatemala,Pastores,129,Unhealthy for Sensitive Groups,4,Good,2,Good,14,Good,129,Unhealthy for Sensitive Groups,14.5967,-90.7547
United States of America,Vermillion,44,Good,1,Good,34,Good,3,Good,44,Good,42.7811,-96.9256
United States of America,Sunrise Manor,57,Moderate,2,Good,13,Good,17,Good,57,Moderate,36.1783,-115.0487
United States of America,San Juan Capistrano,55,Moderate,1,Good,28,Good,9,Good,55,Moderate,33.5008,-117.6544
Brazil,Osvaldo Cruz,41,Good,1,Good,13,Good,1,Good,41,Good,-21.7967,-50.8786
United States of America,Westlake,43,Good,1,Good,32,Good,8,Good,43,Good,41.4524,-81.9294
United States of America,Waipahu,31,Good,0,Good,25,Good,1,Good,31,Good,21.3859,-158.0101
United States of America,Lindenhurst,78,Moderate,3,Good,1,Good,28,Good,78,Moderate,40.6858,-73.371
United States of America,Lindenhurst,78,Moderate,3,Good,1,Good,28,Good,78,Moderate,42.4175,-88.0257
United States of America,Lorain,43,Good,1,Good,29,Good,8,Good,43,Good,41.4409,-82.184
United States of America,Lake Charles,64,Moderate,1,Good,15,Good,10,Good,64,Moderate,30.201,-93.2111
United States of America,Leander,46,Good,1,Good,21,Good,2,Good,46,Good,30.5728,-97.8618
Brazil,Lagoa Formosa,40,Good,1,Good,1,Good,4,Good,40,Good,-18.7789,-46.4078
United States of America,Shawnee,95,Moderate,1,Good,23,Good,10,Good,95,Moderate,39.0158,-94.8076
United States of America,Shawnee,95,Moderate,1,Good,23,Good,10,Good,95,Moderate,35.3531,-96.9647
United States of America,Portage,47,Good,1,Good,36,Good,4,Good,47,Good,42.2,-85.5906
United States of America,Portage,47,Good,1,Good,36,Good,4,Good,47,Good,41.5856,-87.1797
United States of America,Portage,47,Good,1,Good,36,Good,4,Good,47,Good,43.5489,-89.4658
United States of America,Pueblo,91,Moderate,1,Good,31,Good,2,Good,91,Moderate,38.2701,-104.6114
United States of America,Solon,45,Good,1,Good,45,Good,3,Good,34,Good,41.3865,-81.44
United States of America,South San Jose Hills,118,Unhealthy for Sensitive Groups,4,Good,12,Good,34,Good,118,Unhealthy for Sensitive Groups,34.0123,-117.9043
United States of America,Stillwater,50,Good,1,Good,39,Good,3,Good,50,Good,36.1317,-97.0742
United States of America,Stillwater,50,Good,1,Good,39,Good,3,Good,50,Good,45.0573,-92.8313
United States of America,Stillwater,50,Good,1,Good,39,Good,3,Good,50,Good,42.9701,-73.6885
Canada,Swift Current,32,Good,1,Good,32,Good,0,Good,16,Good,50.2881,-107.7939
United States of America,Temple City,119,Unhealthy for Sensitive Groups,4,Good,15,Good,35,Good,119,Unhealthy for Sensitive Groups,34.1022,-118.0579
Mexico,Tizayuca,182,Unhealthy,2,Good,18,Good,10,Good,182,Unhealthy,19.8333,-98.9833
United States of America,Uvalde,57,Moderate,1,Good,30,Good,1,Good,57,Moderate,29.2152,-99.7782
United States of America,Ventnor City,36,Good,1,Good,36,Good,1,Good,27,Good,39.3457,-74.486
Colombia,Miranda,52,Moderate,1,Good,6,Good,3,Good,52,Moderate,3.25,-76.25
Colombia,Miranda,52,Moderate,1,Good,6,Good,3,Good,52,Moderate,-20.2408,-56.3778
United States of America,Mount Kisco,56,Moderate,1,Good,46,Good,4,Good,56,Moderate,41.2016,-73.7281
United States of America,Muskegon,53,Moderate,2,Good,15,Good,21,Good,53,Moderate,43.2281,-86.2562
United States of America,Martinez,51,Moderate,1,Good,22,Good,10,Good,51,Moderate,37.9985,-122.1161
United States of America,Martinez,51,Moderate,1,Good,22,Good,10,Good,51,Moderate,33.5209,-82.0985
Mexico,Matehuala,29,Good,1,Good,19,Good,0,Good,29,Good,23.6528,-100.6444
Brazil,Montenegro,71,Moderate,2,Good,7,Good,7,Good,71,Moderate,-29.6889,-51.4608
Brazil,Montenegro,71,Moderate,2,Good,7,Good,7,Good,71,Moderate,4.5671,-75.7504
Ecuador,Naranjal,39,Good,1,Good,16,Good,3,Good,39,Good,-2.6728,-79.615
United States of America,North Plainfield,66,Moderate,2,Good,15,Good,20,Good,66,Moderate,40.6209,-74.4386
United States of America,North Wantagh,60,Moderate,2,Good,19,Good,18,Good,60,Moderate,40.6983,-73.5086
United States of America,Mercer Island,56,Moderate,2,Good,18,Good,15,Good,56,Moderate,47.5661,-122.232
Australia,Hobart,48,Good,0,Good,24,Good,1,Good,48,Good,41.514,-87.2729
Australia,Hobart,48,Good,0,Good,24,Good,1,Good,48,Good,44.4967,-88.1602
United States of America,Holtsville,82,Moderate,2,Good,42,Good,10,Good,82,Moderate,40.8124,-73.0447
United States of America,Irmo,68,Moderate,1,Good,23,Good,4,Good,68,Moderate,34.1018,-81.1956
,Grover Beach,41,Good,1,Good,21,Good,5,Good,41,Good,35.1204,-120.6197
United States of America,Haverhill,52,Moderate,1,Good,45,Good,3,Good,52,Moderate,42.7838,-71.0871
United States of America,Herndon,59,Moderate,1,Good,41,Good,5,Good,59,Moderate,38.9699,-77.3867
United States of America,Hickory,68,Moderate,2,Good,18,Good,11,Good,68,Moderate,35.741,-81.3223
Uruguay,Pando,34,Good,0,Good,20,Good,1,Good,34,Good,-34.7167,-55.9583
Bolivia (Plurinational State of),Cochabamba,32,Good,1,Good,2,Good,2,Good,32,Good,-17.3833,-66.1667
United States of America,Bedford Heights,36,Good,2,Good,36,Good,4,Good,33,Good,41.4041,-81.5053
United States of America,Bemidji,50,Good,1,Good,38,Good,1,Good,50,Good,47.4828,-94.8797
Brazil,Campos Sales,15,Good,0,Good,15,Good,0,Good,15,Good,-7.0739,-40.3758
Venezuela (Bolivarian Republic of),Cabimas,87,Moderate,1,Good,20,Good,4,Good,87,Moderate,10.4,-71.4333
United States of America,Calexico,33,Good,1,Good,28,Good,6,Good,33,Good,32.6849,-115.4944
United States of America,Reedley,56,Moderate,1,Good,30,Good,5,Good,56,Moderate,36.5988,-119.4471
United States of America,Bethpage,61,Moderate,2,Good,38,Good,9,Good,61,Moderate,40.7495,-73.4856
United States of America,Bridgeport,54,Moderate,1,Good,39,Good,7,Good,54,Moderate,41.1918,-73.1954
United States of America,Bridgeport,54,Moderate,1,Good,39,Good,7,Good,54,Moderate,39.3036,-80.2478
Colombia,Cali,30,Good,1,Good,14,Good,1,Good,30,Good,3.4206,-76.5222
United States of America,Campbellsville,41,Good,2,Good,36,Good,4,Good,41,Good,37.3445,-85.3511
Guatemala,Chisec,57,Moderate,1,Good,19,Good,0,Good,57,Moderate,15.8125,-90.3217
Cuba,Cienfuegos,43,Good,1,Good,31,Good,0,Good,43,Good,22.1456,-80.4364
Brazil,Guararapes,58,Moderate,1,Good,24,Good,0,Good,58,Moderate,-21.2608,-50.6428
United States of America,Hybla Valley,50,Good,1,Good,50,Good,1,Good,38,Good,38.7484,-77.0821
United States of America,Keizer,53,Moderate,2,Good,21,Good,6,Good,53,Moderate,45.0028,-123.0243
United States of America,Stuart,60,Moderate,1,Good,17,Good,10,Good,60,Moderate,27.1959,-80.2444
Brazil,Vilhena,33,Good,1,Good,1,Good,0,Good,33,Good,-12.7406,-60.1458
United States of America,Washington,66,Moderate,2,Good,32,Good,7,Good,66,Moderate,38.9047,-77.0163
United States of America,Washington,66,Moderate,2,Good,32,Good,7,Good,66,Moderate,39.7469,-75.0724
United States of America,Washington,66,Moderate,2,Good,32,Good,7,Good,66,Moderate,37.1303,-113.4878
United States of America,Washington,66,Moderate,2,Good,32,Good,7,Good,66,Moderate,40.7877,-74.7918
United States of America,Washington,66,Moderate,2,Good,32,Good,7,Good,66,Moderate,40.705,-89.434
United States of America,Washington,66,Moderate,2,Good,32,Good,7,Good,66,Moderate,39.7494,-77.5579
